Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
26,Q208,P.S./I.S. 208 - QUEENS,SCA CIP,PATH OF TRAVEL PLAYGROUND REDEVELOPMENT,"CM,F&E",PNS,PNS,PNS,PNS,37331,37331.00,3142.00,DSF0001113871
26,Q208,P.S./I.S. 208 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,5/28/2025,10/14/2025,9/9/2025,178215,94623.00,59223.00,"DSF0001130431, DSF0001130432, DSF0001130433"
26,Q208,P.S./I.S. 208 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,In-Progress,9/26/2025,3/4/2026,,824468,824468.00,139378.00,"DSF0001130431, DSF0001130432, DSF0001130433"
26,Q208,P.S./I.S. 208 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,13009678,13009678.00,0.00,"DSF0001130431, DSF0001130432, DSF0001130433"
26,Q208,P.S./I.S. 208 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,1387012,1387012.00,2988.00,"DSF0001130431, DSF0001130432, DSF0001130433"
26,Q208,Q993 SPED - QUEENS,DIIT - RESOA,RESO A- FY20 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,100000.00,0.00,DSF0000960996
26,Q208,P.S./I.S. 208 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,2/21/2025,DIIR,4/22/2025,DIIR,150000.00,150000.00,DSF0001035980
26,Q208,P.S./I.S. 208 - QUEENS,DOE - RESOA,FY17 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,185000.00,0.00,DSF0000844799
26,Q208,P.S./I.S. 208 - QUEENS,DOE - RESOA,FY22 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,160194.00,0.00,DSF0001033293
26,Q208,Q993 SPED - QUEENS,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,In-Progress,10/31/2023,DOER,,DOER,350000.00,0.00,DSF0001086476
26,Q208,P.S./I.S. 208 - QUEENS,DOE - RESOA,FY25 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,300000.00,0.00,DSF0001113093
26,Q208,P.S./I.S. 208 - QUEENS,DOE - RESOA,FY26 RESO A CAFETERIA UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,350000.00,0.00,DSF0001164016
26,Q208,P.S./I.S. 208 - QUEENS,DOE - Skilled Trades,GAS LEAK,Construction,In-Progress,5/15/2019,DOES,,DOES,18145.00,0.00,DSF0000912507
26,Q213,P.S. 213 - QUEENS,SCA CIP,WATER PENETRATION IN BOILER ROOM / CLIMATE CONTROL / HEATING PLANT UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM / ELECTRICAL UPGRADE / ELECTRIFICATION/HEAT PUMP SYSTEMS,Scope,Complete,6/3/2019,10/17/2019,12/23/2019,219544,234183.00,234183.00,"DSF0000912408, DSF0000998298, DSF0001034159, DSF0000998299, DSF0001083773, DSF0001083772"
26,Q213,P.S. 213 - QUEENS,SCA CIP,WATER PENETRATION IN BOILER ROOM / CLIMATE CONTROL / HEATING PLANT UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM / ELECTRICAL UPGRADE / ELECTRIFICATION/HEAT PUMP SYSTEMS,Design,Complete,10/6/2021,4/13/2022,1/5/2023,1080292,962029.00,918859.00,"DSF0000912408, DSF0000998298, DSF0001034159, DSF0000998299, DSF0001083773, DSF0001083772"
26,Q213,P.S. 213 - QUEENS,SCA CIP,WATER PENETRATION IN BOILER ROOM / CLIMATE CONTROL / HEATING PLANT UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM / ELECTRICAL UPGRADE / ELECTRIFICATION/HEAT PUMP SYSTEMS,Construction,In-Progress,4/17/2023,10/2/2025,,22799480,20791705.00,16210741.00,"DSF0000912408, DSF0000998298, DSF0001034159, DSF0000998299, DSF0001083773, DSF0001083772"
26,Q213,P.S. 213 - QUEENS,SCA CIP,WATER PENETRATION IN BOILER ROOM / CLIMATE CONTROL / HEATING PLANT UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM / ELECTRICAL UPGRADE / ELECTRIFICATION/HEAT PUMP SYSTEMS,"CM,F&E",In-Progress,4/17/2023,10/2/2025,,1667470,670447.00,660245.00,"DSF0000912408, DSF0000998298, DSF0001034159, DSF0000998299, DSF0001083773, DSF0001083772"
26,Q213,P.S. 213 - QUEENS,SCA CIP,EXTERIOR MASONRY / PARAPETS / WINDOWS / FLOOD ELIMINATION,Scope,Complete,10/14/2022,3/6/2023,2/22/2023,190537,185671.00,177778.00,"DSF0000998304, DSF0001024213, DSF0001024214, DSF0001130515"
26,Q213,P.S. 213 - QUEENS,SCA CIP,EXTERIOR MASONRY / PARAPETS / WINDOWS / FLOOD ELIMINATION,Design,Complete,4/4/2023,9/5/2023,9/7/2023,941194,351159.00,351159.00,"DSF0000998304, DSF0001024213, DSF0001024214, DSF0001130515"
26,Q213,P.S. 213 - QUEENS,SCA CIP,EXTERIOR MASONRY / PARAPETS / WINDOWS / FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,20108279,20108279.00,100307.00,"DSF0000998304, DSF0001024213, DSF0001024214, DSF0001130515"
26,Q213,P.S. 213 - QUEENS,SCA CIP,EXTERIOR MASONRY / PARAPETS / WINDOWS / FLOOD ELIMINATION,"CM,F&E",PNS,PNS,PNS,PNS,1345250,1345250.00,89645.00,"DSF0000998304, DSF0001024213, DSF0001024214, DSF0001130515"
26,Q213,P.S. 213 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,In-Progress,9/29/2025,2/2/2026,,5178,5178.00,42.00,DSF0001087536
26,Q213,P.S. 213 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,PNS,PNS,PNS,PNS,20712,20712.00,168.00,DSF0001087536
26,Q213,P.S. 213 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,297735,297735.00,0.00,DSF0001087536
26,Q213,P.S. 213 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,76376,76376.00,446.00,DSF0001087536
26,Q213,P.S. 213 - QUEENS,DOE - RESOA,FY13 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,42261.00,0.00,DSF0000754645
26,Q213,P.S. 213 - QUEENS,DOE - RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Construction,In-Progress,11/21/2023,DOER,,DOER,439495.00,0.00,DSF0000844798
26,Q213,P.S. 213 - QUEENS,DOE - RESOA,FY22 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,9/23/2024,DOER,,DOER,96963.00,0.00,DSF0001033866
26,Q213,P.S. 213 - QUEENS,DOE - RESOA,FY25 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0001113099
26,Q213,P.S. 213 - QUEENS,DOE - RESOA,FY26 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,350000.00,0.00,DSF0001163096
26,Q216,J.H.S. 216 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING WORK-IPDVS / EXISTING BUILDING WORK-ELECTRICAL SYSTEMS,Scope,Complete,5/16/2022,2/28/2023,2/28/2023,1281380,762440.00,762440.00,"DSF0000914322, DSF0000914322, DSF0000914322"
26,Q216,J.H.S. 216 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING WORK-IPDVS / EXISTING BUILDING WORK-ELECTRICAL SYSTEMS,Design,Complete,2/28/2023,6/12/2023,5/12/2023,5766210,2437482.00,1755363.00,"DSF0000914322, DSF0000914322, DSF0000914322"
26,Q216,J.H.S. 216 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING WORK-IPDVS / EXISTING BUILDING WORK-ELECTRICAL SYSTEMS,Construction,In-Progress,9/25/2023,9/3/2026,,72718315,65474766.00,33948877.00,"DSF0000914322, DSF0000914322, DSF0000914322"
26,Q216,J.H.S. 216 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING WORK-IPDVS / EXISTING BUILDING WORK-ELECTRICAL SYSTEMS,"CM,Art,F&E",In-Progress,9/25/2023,9/3/2026,,10251040,5818106.00,1718440.00,"DSF0000914322, DSF0000914322, DSF0000914322"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,12/16/2014,5/19/2015,4/10/2015,90011,99548.00,99548.00,"DSF0000798301, DSF0000791100"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,4/17/2015,9/17/2015,9/22/2015,360045,315763.00,303483.00,"DSF0000798301, DSF0000791100"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Construction,In-Progress,4/17/2017,7/17/2018,,6750856,7062870.00,6715576.00,"DSF0000798301, DSF0000791100"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"CM,F&E",In-Progress,4/17/2017,7/17/2018,,420054,1117199.00,1104100.00,"DSF0000798301, DSF0000791100"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Scope,Complete,10/29/2018,3/19/2019,3/21/2019,257999,136796.00,136796.00,"DSF0000880910, DSF0000880911, DSF0000880912, DSF0000903778"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Design,Complete,3/21/2019,8/9/2019,5/17/2019,1032001,652549.00,651217.00,"DSF0000880910, DSF0000880911, DSF0000880912, DSF0000903778"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Construction,Complete,7/22/2019,4/11/2021,8/28/2022,19350000,18473093.00,18219203.00,"DSF0000880910, DSF0000880911, DSF0000880912, DSF0000903778"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,"CM,F&E",Complete,7/22/2019,4/11/2021,8/28/2022,1204000,529369.00,525935.00,"DSF0000880910, DSF0000880911, DSF0000880912, DSF0000903778"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,IDA FLOOD ELIMINATION / IDA ELECTRICAL UPGRADE / IDA WASTE SYSTEMS / IDA MECHANICAL PIPING / IDA INTERIOR SPACES,Scope,Complete,6/16/2022,11/1/2022,9/18/2024,294820,265018.00,265018.00,"SCA0000070748, DSF0001113751, DSF0001102844, DSF0001102843, DSF0001113750"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,IDA FLOOD ELIMINATION / IDA ELECTRICAL UPGRADE / IDA WASTE SYSTEMS / IDA MECHANICAL PIPING / IDA INTERIOR SPACES,Design,In-Progress,9/18/2024,2/24/2025,,1411719,1411719.00,317280.00,"SCA0000070748, DSF0001113751, DSF0001102844, DSF0001102843, DSF0001113750"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,IDA FLOOD ELIMINATION / IDA ELECTRICAL UPGRADE / IDA WASTE SYSTEMS / IDA MECHANICAL PIPING / IDA INTERIOR SPACES,Construction,PNS,PNS,PNS,PNS,26577922,26577922.00,2486.00,"SCA0000070748, DSF0001113751, DSF0001102844, DSF0001102843, DSF0001113750"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,IDA FLOOD ELIMINATION / IDA ELECTRICAL UPGRADE / IDA WASTE SYSTEMS / IDA MECHANICAL PIPING / IDA INTERIOR SPACES,"CM,F&E",PNS,PNS,PNS,PNS,2194790,2194790.00,23930.00,"SCA0000070748, DSF0001113751, DSF0001102844, DSF0001102843, DSF0001113750"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,IDA FIRE ALARM SYSTEM REPLACEMENT / EARLY PACKAGE/TEMPORARY EGRESS,Scope,Complete,6/6/2022,11/29/2022,11/29/2022,28900,33066.00,33066.00,"DSF0001024263, DSF0000914322"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,IDA FIRE ALARM SYSTEM REPLACEMENT / EARLY PACKAGE/TEMPORARY EGRESS,Design,Complete,11/29/2022,3/16/2023,3/21/2023,144499,125182.00,117897.00,"DSF0001024263, DSF0000914322"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,IDA FIRE ALARM SYSTEM REPLACEMENT / EARLY PACKAGE/TEMPORARY EGRESS,Construction,In-Progress,6/26/2023,6/24/2024,,3251222,3092178.00,2748519.00,"DSF0001024263, DSF0000914322"
26,Q216,J.H.S. 216 - QUEENS,SCA CIP,IDA FIRE ALARM SYSTEM REPLACEMENT / EARLY PACKAGE/TEMPORARY EGRESS,"CM,F&E",In-Progress,6/26/2023,6/24/2024,,202299,405824.00,395754.00,"DSF0001024263, DSF0000914322"
26,Q216,J.H.S. 216 - QUEENS,SCA IEH,PO18-PLEASE ABATE 10 LINEAR FEET OF 2.5 INCH STEAM SUPPLY PIPE IN THE CRAWL SPACE PIPE IS SPRAYED IN,Construction,In-Progress,8/6/2025,IEH,,IEH,3391.00,0.00,SCA0000074596
26,Q216,J.H.S. 216 - QUEENS,SCA IEH,PO18-ABATE 10 L FT OF 2.5 INCH STEAM SUPPLY PIPE,Construction,Complete,9/2/2025,IEH,9/10/2025,IEH,0.00,0.00,SCA0000074871
26,Q216,J.H.S. 216 - QUEENS,DOE - RESOA,FY20 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,12/21/2022,DOER,,DOER,283306.00,0.00,DSF0000913432
26,Q221,P.S. 221 - QUEENS,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,8/31/2022,3/1/2023,12/9/2022,96409,194014.00,193763.00,"DSF0001024344, DSF0001024345, DSF0001024346, DSF0001024347"
26,Q221,P.S. 221 - QUEENS,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,12/9/2022,6/7/2023,4/21/2023,478159,485303.00,485229.00,"DSF0001024344, DSF0001024345, DSF0001024346, DSF0001024347"
26,Q221,P.S. 221 - QUEENS,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Construction,In-Progress,7/17/2023,10/13/2025,,10422440,9614185.00,8948526.00,"DSF0001024344, DSF0001024345, DSF0001024346, DSF0001024347"
26,Q221,P.S. 221 - QUEENS,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,"CM,F&E",In-Progress,7/17/2023,10/13/2025,,705506,811995.00,687111.00,"DSF0001024344, DSF0001024345, DSF0001024346, DSF0001024347"
26,Q221,P.S. 221 - QUEENS,SCA IEH,PO18-ROOM 1005 - ABATE PIPE INSULATION PAINTED IN RED - 10 LF ROOM 3136C - ABATE & REPLACE FLOOR TIL,Construction,Complete,7/25/2024,IEH,8/23/2025,IEH,19905.00,374.00,SCA0000073177
26,Q221,P.S. 221 - QUEENS,SCA IEH,PO18-77/26Q221 ABATE APPROX 10 FT OF PIPE ISULATION CRAWL SPACE 6 INCH WASTE LINE LEAKING BLACK COVE,Construction,Complete,7/11/2025,IEH,7/26/2025,IEH,10747.00,1049.00,SCA0000074430
26,Q221,P.S. 221 - QUEENS,SCA IEH,PO18-PLEASE ABATE & REPAIR SOW SHARED ON EMAIL,Construction,Complete,9/10/2025,IEH,9/11/2025,IEH,81.00,81.00,SCA0000074901
26,Q221,P.S. 221 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001113104
26,Q221,P.S. 221 - QUEENS,DOE - RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,1/31/2018,DOER,,DOER,111500.00,0.00,DSF0000822864
26,Q266,P.S./I.S. 266 - QUEENS,DOE - RESOA,FY22 RESO A LIBRARY UPGRADE,Construction,In-Progress,12/26/2023,DOER,,DOER,135246.00,0.00,DSF0001033306
26,Q332,P.S. 376 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,6/18/2025,DIIR,9/3/2025,DIIR,55000.00,55000.00,DSF0001113133
26,Q332,P.S. 376 - QUEENS,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.00,0.00,DSF0001163153
26,Q361,THE CIVIC SCHOOL OF BAYSIDE HILLS - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,2/28/2025,DIIR,4/29/2025,DIIR,50000.00,50000.00,DSF0001033918
26,Q361,THE CIVIC SCHOOL OF BAYSIDE HILLS - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/11/2025,DIIR,7/17/2025,DIIR,60000.00,60000.00,DSF0001113139
26,Q361,THE CIVIC SCHOOL OF BAYSIDE HILLS - QUEENS,DOE - RESOA,FY21 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0001008051
26,Q361,THE CIVIC SCHOOL OF BAYSIDE HILLS - QUEENS,DOE - RESOA,FY23 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,42220.00,0.00,DSF0001036034
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY19 RESO A ROOM CONVERSION,Scope,Complete,8/13/2019,12/10/2019,3/10/2021,0,16230.00,16230.00,DSF0000912605
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY19 RESO A ROOM CONVERSION,Design,Complete,4/21/2021,9/10/2021,3/9/2022,88053,101314.00,95440.00,DSF0000912605
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY19 RESO A ROOM CONVERSION,Construction,In-Progress,2/12/2024,12/7/2024,,1291437,1096991.00,833262.00,DSF0000912605
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY19 RESO A ROOM CONVERSION,"CM,F&E",In-Progress,2/12/2024,12/7/2024,,258302,306075.00,124307.00,DSF0000912605
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY20 RESO A GREENHOUSE,Scope,Complete,2/5/2020,5/20/2020,7/14/2021,0,124593.00,123745.00,DSF0000913449
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY20 RESO A GREENHOUSE,Design,In-Progress,9/22/2022,3/30/2023,,270459,519619.00,202251.00,DSF0000913449
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY20 RESO A GREENHOUSE,Construction,PNS,PNS,PNS,PNS,3966738,3966738.00,38992.00,DSF0000913449
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY20 RESO A GREENHOUSE,"CM,F&E",PNS,PNS,PNS,PNS,270459,270459.00,125161.00,DSF0000913449
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL GREENHOUSE,Scope,Complete,3/1/2024,5/31/2024,2/28/2025,0,575.00,575.00,DSF0000913448
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL GREENHOUSE,Design,In-Progress,3/3/2025,7/3/2025,,8561,62560.00,2301.00,DSF0000913448
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL GREENHOUSE,Construction,PNS,PNS,PNS,PNS,125566,125566.00,0.00,DSF0000913448
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL GREENHOUSE,"CM,F&E",PNS,PNS,PNS,PNS,8561,22137.00,20460.00,DSF0000913448
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY25 RESO A IPDVS CAMERA INSTALLATION,Scope,Complete,11/21/2024,3/26/2025,1/7/2025,0,3999.00,3999.00,DSF0001113149
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY25 RESO A IPDVS CAMERA INSTALLATION,Design,Complete,1/7/2025,7/3/2025,4/15/2025,24281,15998.00,15998.00,DSF0001113149
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY25 RESO A IPDVS CAMERA INSTALLATION,Construction,In-Progress,6/23/2025,4/18/2026,,356114,226064.00,11261.00,DSF0001113149
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY25 RESO A IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,6/23/2025,4/18/2026,,131239,129119.00,5988.00,DSF0001113149
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA IEH,PO18-DETERMINE IF SOFT CONCRETE FILLER FLOORING MATERIAL WILL BE DISTRUBED DURING FLOOR REPAIR IN RO,Construction,Complete,1/3/2023,IEH,8/27/2025,IEH,70168.00,1879.00,SCA0000071657
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA IEH,PO18-77/26Q405/ TEST ABATE IF POSITIVE PIPE INSULATI0N ROOM 111 REMOVE ALL INSULATIN BEHIND METAL CO,Construction,Complete,1/11/2024,IEH,6/27/2025,IEH,1459.00,1459.00,SCA0000072638
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA IEH,PO18-PACM TEST CEILING ABOVE ACCESS PANEL SOFFIT  IN RM B-28 IF POSITIVE PLEASE OPEN THE AREA FOR TH,Construction,In-Progress,6/6/2025,IEH,,IEH,986.00,236.00,SCA0000074349
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,100000.00,0.00,DSF0001007965
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001163211
26,Q405,Q811 SPED - QUEENS,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001163212
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,DOE - RESOA,RESO A GYMNASIUM UPGRADE,Construction,In-Progress,6/3/2024,DOER,,DOER,188309.00,0.00,DSF0001112037
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,DOE - Skilled Trades,WATER MAIN REPAIRS,Construction,In-Progress,1/11/2021,DOES,,DOES,518370.00,0.00,DSF0001008634
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,In-Progress,3/21/2023,DOES,,DOES,362799.00,0.00,DSF0001034432
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,DOE - Skilled Trades,EMERGENCY POWER FOR QUICK CONNECT PROGRAM,Construction,In-Progress,9/25/2023,DOES,,DOES,744456.00,0.00,DSF0001083754
26,Q405,BAYSIDE HIGH SCHOOL - QUEENS,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,12/19/2024,DOES,12/27/2024,DOES,65832.00,,DSF0001084997
26,Q406,BAYSIDE HIGH SCHOOL - QUEENS,DOE - RESOA,RESO A ATHLETIC FIELDS,Construction,In-Progress,8/10/2024,DOER,,DOER,50000.00,0.00,DSF0001112402
26,Q415,BENJAMIN N. CARDOZO HS - QUEENS,SCA CIP,RPZ VALVES,Scope,Complete,10/23/2018,4/23/2019,9/12/2019,17460,46104.00,46104.00,DSF0000891081
26,Q415,BENJAMIN N. CARDOZO HS - QUEENS,SCA CIP,RPZ VALVES,Design,Complete,9/6/2022,3/7/2023,3/2/2023,78570,154306.00,154306.00,DSF0000891081
26,Q415,BENJAMIN N. CARDOZO HS - QUEENS,SCA CIP,RPZ VALVES,Construction,In-Progress,8/4/2025,6/29/2026,,1012680,919564.00,25205.00,DSF0000891081
26,Q415,BENJAMIN N. CARDOZO HS - QUEENS,SCA CIP,RPZ VALVES,"CM,F&E",In-Progress,8/4/2025,6/29/2026,,187695,139922.00,44450.00,DSF0000891081
26,Q415,BENJAMIN N. CARDOZO HS - QUEENS,SCA IEH,PO18-TEST ALL LAYERS OF FLOORING NURSE'S OFFICE RM B58 IF POSITIVE ABATE & REPLACE 150 SF FLOOR TILE,Construction,In-Progress,8/28/2025,IEH,,IEH,1137.00,387.00,SCA0000074860
26,Q415,Q993 SPED - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,112000.00,0.00,DSF0001086525
26,Q415,Q993 SPED - QUEENS,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,150000.00,0.00,DSF0001163260
26,Q415,BENJAMIN N. CARDOZO HS - QUEENS,DOE - RESOA,FY21 RESO A ROOM CONVERSION,Construction,In-Progress,9/8/2023,DOER,,DOER,47114.00,0.00,DSF0001008038
26,Q415,BENJAMIN N. CARDOZO HS - QUEENS,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,61000.00,0.00,DSF0001036043
26,Q415,BENJAMIN N. CARDOZO HS - QUEENS,DOE - RESOA,FY24 RESO A WATER FOUNTAIN UPGRADES,Construction,In-Progress,10/31/2023,DOER,,DOER,56000.00,0.00,DSF0001086526
26,Q415,BENJAMIN N. CARDOZO HS - QUEENS,DOE - Skilled Trades,ACCESSIBILITY,Construction,In-Progress,1/27/2023,DOES,,DOES,2056793.00,0.00,SCA0000070998
26,Q415,BENJAMIN N. CARDOZO HS - QUEENS,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,5/6/2024,DOES,,DOES,686311.00,0.00,DSF0001085758
26,Q430,FRANCIS LEWIS HS - QUEENS,SCA CIP,IDA FLOOD ELIMINATION / NON-IDA REINFORCE SUPPORT ELEMENTS / IDA HEATING PLANT UPGRADE / IDA INTERIOR SPACES,Scope,Complete,9/29/2022,2/17/2023,2/21/2023,116472,183838.00,183838.00,"DSF0001085603, DSF0001083918, DSF0001076010, DSF0001083916"
26,Q430,FRANCIS LEWIS HS - QUEENS,SCA CIP,IDA FLOOD ELIMINATION / NON-IDA REINFORCE SUPPORT ELEMENTS / IDA HEATING PLANT UPGRADE / IDA INTERIOR SPACES,Design,Complete,2/21/2023,7/24/2023,7/26/2023,576109,480269.00,407217.00,"DSF0001085603, DSF0001083918, DSF0001076010, DSF0001083916"
